,평균,평년,서울,,,,부산,,,,대구,,,,광주,,,,대전,,,
2009/Unnamed: 1,,,봄,여름(고랭지),가을,월동,봄,여름(고랭지),가을,월동,봄,여름(고랭지),가을,월동,봄,여름(고랭지),가을,월동,봄,여름(고랭지),가을,월동
2017/07/26,11300,7403,15000,0,0,0,12000,0,0,0,10000,0,0,0,10000,0,0,0,9500,0,0,0
2017/07/27,11300,7520,15000,0,0,0,12000,0,0,0,10000,0,0,0,9500,0,0,0,10000,0,0,0
2017/07/28,10900,7560,13000,0,0,0,12000,0,0,0,10000,0,0,0,9500,0,0,0,10000,0,0,0
2017/07/31,12100,7290,13000,0,0,0,12000,0,0,0,13000,0,0,0,11500,0,0,0,11000,0,0,0
2017/08/01,11950,7519,12000,13000,0,0,11000,12000,0,0,12000,13000,0,0,11500,12000,0,0,11000,12000,0,0
2017/08/02,12200,7619,12000,14000,0,0,11000,12000,0,0,12000,13000,0,0,11500,13500,0,0,11000,12000,0,0
2017/08/03,12600,7711,12000,14000,0,0,11000,12000,0,0,14000,13000,0,0,11500,13500,0,0,11000,14000,0,0
2017/08/04,12450,7743,12000,14000,0,0,11000,12000,0,0,12000,13000,0,0,11500,13000,0,0,11000,15000,0,0
2017/08/07,12600,7783,12000,14000,0,0,11000,13000,0,0,12000,13000,0,0,11500,13500,0,0,11000,15000,0,0
2017/08/08,12550,7860,12000,14000,0,0,11000,13000,0,0,12000,13000,0,0,11500,13000,0,0,11000,15000,0,0
2017/08/09,12900,7978,0,13000,0,0,0,12000,0,0,0,12000,0,0,0,12500,0,0,0,15000,0,0
2017/08/10,13700,8084,0,14000,0,0,0,13000,0,0,0,13000,0,0,0,13500,0,0,0,15000,0,0
2017/08/11,14200,7897,0,16000,0,0,0,13000,0,0,0,13000,0,0,0,12500,0,0,0,16500,0,0
2017/08/14,16200,9977,0,17000,0,0,0,14000,0,0,0,15000,0,0,0,14000,0,0,0,21000,0,0
2017/08/16,15600,10243,0,17000,0,0,0,14000,0,0,0,15000,0,0,0,14000,0,0,0,18000,0,0
2017/08/17,15700,10327,0,17000,0,0,0,14000,0,0,0,15000,0,0,0,13500,0,0,0,19000,0,0
2017/08/18,16300,10317,0,17000,0,0,0,15000,0,0,0,15000,0,0,0,14500,0,0,0,20000,0,0
2017/08/21,16700,10820,0,17000,0,0,0,15000,0,0,0,15000,0,0,0,16500,0,0,0,20000,0,0
2017/08/22,17200,10920,0,17000,0,0,0,16000,0,0,0,16000,0,0,0,18000,0,0,0,19000,0,0
2017/08/23,18200,11033,0,18000,0,0,0,17000,0,0,0,18000,0,0,0,20000,0,0,0,18000,0,0
2017/08/24,17200,11128,0,17000,0,0,0,16000,0,0,0,18000,0,0,0,18000,0,0,0,17000,0,0
2017/08/25,17600,11142,0,18000,0,0,0,16000,0,0,0,18000,0,0,0,18000,0,0,0,18000,0,0
2017/08/28,17600,11300,0,19000,0,0,0,16000,0,0,0,18000,0,0,0,16000,0,0,0,19000,0,0
2017/08/29,17200,11231,0,19000,0,0,0,16000,0,0,0,18000,0,0,0,15000,0,0,0,18000,0,0
2017/08/30,17400,11212,0,19000,0,0,0,16000,0,0,0,18000,0,0,0,17000,0,0,0,17000,0,0
2017/08/31,16600,11215,0,17000,0,0,0,16000,0,0,0,16000,0,0,0,16000,0,0,0,18000,0,0
2017/09/01,18400,11281,0,18000,0,0,0,18000,0,0,0,16000,0,0,0,18000,0,0,0,22000,0,0
2017/09/04,20000,11321,0,20000,0,0,0,19000,0,0,0,18000,0,0,0,20000,0,0,0,23000,0,0
2017/09/05,20600,11397,0,20000,0,0,0,19000,0,0,0,19000,0,0,0,22000,0,0,0,23000,0,0
2017/09/06,20400,11460,0,20000,0,0,0,19000,0,0,0,19000,0,0,0,21000,0,0,0,23000,0,0
2017/09/07,20200,11433,0,20000,0,0,0,19000,0,0,0,19000,0,0,0,21000,0,0,0,22000,0,0
2017/09/08,19200,11450,0,18000,0,0,0,18000,0,0,0,18000,0,0,0,21000,0,0,0,21000,0,0
2017/09/11,18400,11480,0,18000,0,0,0,18000,0,0,0,18000,0,0,0,18000,0,0,0,20000,0,0
2017/09/12,18000,11400,0,18000,0,0,0,17000,0,0,0,18000,0,0,0,17000,0,0,0,20000,0,0
2017/09/13,17800,11385,0,18000,0,0,0,17000,0,0,0,18000,0,0,0,16000,0,0,0,20000,0,0
2017/09/14,17400,11462,0,18000,0,0,0,17000,0,0,0,18000,0,0,0,15000,0,0,0,19000,0,0
2017/09/15,17200,11478,0,16000,0,0,0,17000,0,0,0,18000,0,0,0,16000,0,0,0,19000,0,0
2017/09/18,17400,11192,0,18000,0,0,0,17000,0,0,0,18000,0,0,0,15000,0,0,0,19000,0,0
2017/09/19,16800,11272,0,17000,0,0,0,16000,0,0,0,17000,0,0,0,15000,0,0,0,19000,0,0
2017/09/20,17000,11342,0,17000,0,0,0,16000,0,0,0,17000,0,0,0,16000,0,0,0,19000,0,0
2017/09/21,16200,11382,0,16000,0,0,0,15000,0,0,0,17000,0,0,0,15000,0,0,0,18000,0,0
2017/09/22,16800,11398,0,16000,0,0,0,16000,0,0,0,18000,0,0,0,16000,0,0,0,18000,0,0
2017/09/25,16200,10620,0,16000,0,0,0,15000,0,0,0,18000,0,0,0,15000,0,0,0,17000,0,0
2017/09/26,15200,10349,0,15000,0,0,0,15000,0,0,0,15000,0,0,0,14000,0,0,0,17000,0,0
2017/09/27,14800,10117,0,15000,0,0,0,15000,0,0,0,15000,0,0,0,14000,0,0,0,15000,0,0
2017/09/28,13600,9933,0,14000,0,0,0,14000,0,0,0,13000,0,0,0,13000,0,0,0,14000,0,0
2017/09/29,14200,9886,0,14000,0,0,0,14000,0,0,0,13000,0,0,0,16000,0,0,0,14000,0,0
2017/10/10,13000,7527,0,12000,0,0,0,12000,0,0,0,14000,0,0,0,15000,0,0,0,12000,0,0
2017/10/11,12800,7152,0,12000,0,0,0,12000,0,0,0,14000,0,0,0,14000,0,0,0,12000,0,0
2017/10/12,10200,6890,0,10000,0,0,0,10000,0,0,0,11000,0,0,0,10000,0,0,0,10000,0,0
2017/10/13,8400,6766,0,8000,0,0,0,8000,0,0,0,10000,0,0,0,8000,0,0,0,8000,0,0
2017/10/16,7400,6435,0,7000,0,0,0,7000,0,0,0,9000,0,0,0,7000,0,0,0,7000,0,0
2017/10/17,6600,6352,0,7000,0,0,0,7000,0,0,0,8000,0,0,0,6000,0,0,0,5000,0,0
2017/10/18,6400,6210,0,7000,0,0,0,7000,0,0,0,7000,0,0,0,6000,0,0,0,5000,0,0
2017/10/19,5800,6097,0,6000,0,0,0,7000,0,0,0,6000,0,0,0,5000,0,0,0,5000,0,0
2017/10/20,5400,6046,0,6000,0,0,0,6000,0,0,0,5000,0,0,0,5000,0,0,0,5000,0,0
2017/10/23,5700,5907,0,6000,6000,0,0,6000,6000,0,0,5000,6000,0,0,6000,6000,0,0,5000,5000,0
2017/10/24,5700,5813,0,6000,6000,0,0,6000,6000,0,0,5000,6000,0,0,6000,6000,0,0,5000,5000,0
2017/10/25,5700,5743,0,6000,6000,0,0,6000,6000,0,0,5000,6000,0,0,6000,6000,0,0,5000,5000,0
2017/10/26,5700,5642,0,6000,6000,0,0,6000,6000,0,0,5000,6000,0,0,6000,6000,0,0,5000,5000,0
2017/10/27,5700,5566,0,6000,6000,0,0,6000,6000,0,0,5000,6000,0,0,6000,6000,0,0,5000,5000,0
2017/10/30,5760,5295,0,0,6000,0,0,0,6000,0,0,0,6000,0,0,0,5800,0,0,0,5000,0
2017/10/31,5760,4709,0,0,6000,0,0,0,6000,0,0,0,6000,0,0,0,5800,0,0,0,5000,0
2017/11/01,5400,4692,0,0,6000,0,0,0,5000,0,0,0,6000,0,0,0,5000,0,0,0,5000,0
2017/11/02,5360,4684,0,0,6000,0,0,0,5000,0,0,0,6000,0,0,0,4800,0,0,0,5000,0
2017/11/03,5460,5081,0,0,6000,0,0,0,5000,0,0,0,6000,0,0,0,5300,0,0,0,5000,0
2017/11/06,5400,4972,0,0,6000,0,0,0,5000,0,0,0,6000,0,0,0,5000,0,0,0,5000,0
2017/11/07,5460,5218,0,0,6000,0,0,0,5000,0,0,0,6000,0,0,0,5300,0,0,0,5000,0
2017/11/08,5960,5285,0,0,6000,0,0,0,6000,0,0,0,6000,0,0,0,5800,0,0,0,6000,0
2017/11/09,6000,6196,0,0,6000,0,0,0,6000,0,0,0,6000,0,0,0,6000,0,0,0,6000,0
2017/11/10,6200,6254,0,0,7000,0,0,0,6000,0,0,0,6000,0,0,0,6000,0,0,0,6000,0
2017/11/13,6200,6366,0,0,6000,0,0,0,6000,0,0,0,6000,0,0,0,6300,0,0,0,6700,0
2017/11/14,6000,5748,0,0,6000,0,0,0,6000,0,0,0,6000,0,0,0,6000,0,0,0,6000,0
2017/11/15,6000,5835,0,0,6000,0,0,0,6000,0,0,0,6000,0,0,0,6000,0,0,0,6000,0
2017/11/16,6160,5950,0,0,6000,0,0,0,6000,0,0,0,6000,0,0,0,5800,0,0,0,7000,0
2017/11/17,6440,5988,0,0,6000,0,0,0,6000,0,0,0,6000,0,0,0,6200,0,0,0,8000,0
2017/11/20,6240,6353,0,0,6000,0,0,0,6000,0,0,0,6000,0,0,0,6200,0,0,0,7000,0
2017/11/21,6500,6457,0,0,7000,0,0,0,6000,0,0,0,6000,0,0,0,6500,0,0,0,7000,0
2017/11/22,6560,6527,0,0,7000,0,0,0,6000,0,0,0,6000,0,0,0,6800,0,0,0,7000,0
2017/11/23,7000,6625,0,0,7000,0,0,0,7000,0,0,0,7000,0,0,0,7000,0,0,0,7000,0
2017/11/24,7200,6722,0,0,8000,0,0,0,7000,0,0,0,7000,0,0,0,7000,0,0,0,7000,0
2017/11/27,6200,6893,0,0,7000,0,0,0,6000,0,0,0,6000,0,0,0,6000,0,0,0,6000,0
2017/11/28,5960,6978,0,0,7000,0,0,0,6000,0,0,0,5000,0,0,0,5800,0,0,0,6000,0
2017/11/29,5960,6998,0,0,6000,0,0,0,6000,0,0,0,5000,0,0,0,5800,0,0,0,7000,0
2017/11/30,5960,7017,0,0,6000,0,0,0,6000,0,0,0,5000,0,0,0,5800,0,0,0,7000,0
2017/12/04,5840,6730,0,0,6000,0,0,0,6000,0,0,0,5000,0,0,0,5200,0,0,0,7000,0
2017/12/05,5500,6717,0,0,6000,0,0,0,5500,0,0,0,5000,0,0,0,5000,0,0,0,6000,0
2017/12/06,5460,6730,0,0,6000,0,0,0,5500,0,0,0,5000,0,0,0,4800,0,0,0,6000,0
2017/12/07,5500,6620,0,0,6000,0,0,0,5500,0,0,0,5000,0,0,0,5000,0,0,0,6000,0
2017/12/08,6220,6520,0,0,6000,0,0,0,6000,0,0,0,6000,0,0,0,6100,0,0,0,7000,0
2017/12/11,6420,6113,0,0,6000,0,0,0,6000,0,0,0,7000,0,0,0,6100,0,0,0,7000,0
2017/12/12,6420,6010,0,0,6000,0,0,0,6000,0,0,0,7000,0,0,0,6100,0,0,0,7000,0
2017/12/13,6420,5923,0,0,6000,0,0,0,6000,0,0,0,7000,0,0,0,6100,0,0,0,7000,0
2017/12/14,6600,5955,0,0,7000,0,0,0,6000,0,0,0,7000,0,0,0,6000,0,0,0,7000,0
2017/12/15,6660,5942,0,0,7000,0,0,0,6000,0,0,0,7000,0,0,0,6300,0,0,0,7000,0
2017/12/18,6860,5923,0,0,7000,0,0,0,6000,0,0,0,7000,0,0,0,6300,0,0,0,8000,0
2017/12/19,6900,5898,0,0,7000,0,0,0,6000,0,0,0,7000,0,0,0,6500,0,0,0,8000,0
2017/12/20,7000,5898,0,0,7000,0,0,0,7000,0,0,0,7000,0,0,0,6000,0,0,0,8000,0
2017/12/21,7040,5813,0,0,7000,0,0,0,7000,0,0,0,7000,0,0,0,6200,0,0,0,8000,0
2017/12/22,7040,5767,0,0,7000,0,0,0,7000,0,0,0,7000,0,0,0,6200,0,0,0,8000,0
2017/12/26,6900,7747,0,0,7000,0,0,0,7000,0,0,0,7000,0,0,0,6500,0,0,0,7000,0
2017/12/27,6960,7747,0,0,7000,0,0,0,7000,0,0,0,7000,0,0,0,6800,0,0,0,7000,0
2017/12/28,6900,7752,0,0,7000,0,0,0,7000,0,0,0,7000,0,0,0,6500,0,0,0,7000,0
2017/12/29,6800,7883,0,0,7000,0,0,0,7000,0,0,0,7000,0,0,0,6000,0,0,0,7000,0
2018/Unnamed: 1,,,봄,여름(고랭지),가을,월동,봄,여름(고랭지),가을,월동,봄,여름(고랭지),가을,월동,봄,여름(고랭지),가을,월동,봄,여름(고랭지),가을,월동
2018/01/02,6850,8044,0,0,7000,7000,0,0,7000,7000,0,0,7000,7000,0,0,5500,7000,0,0,7000,7000
2018/01/03,6830,7043,0,0,7000,7000,0,0,7000,7000,0,0,7000,7000,0,0,5300,7000,0,0,7000,7000
2018/01/04,6850,7711,0,0,7000,7000,0,0,7000,7000,0,0,7000,7000,0,0,5500,7000,0,0,7000,7000
2018/01/05,6850,7814,0,0,7000,7000,0,0,7000,7000,0,0,7000,7000,0,0,5500,7000,0,0,7000,7000
2018/01/08,7000,6210,0,0,0,7000,0,0,0,7000,0,0,0,7000,0,0,0,7000,0,0,0,7000
2018/01/09,7000,6383,0,0,0,7000,0,0,0,7000,0,0,0,7000,0,0,0,7000,0,0,0,7000
2018/01/10,7000,6397,0,0,0,7000,0,0,0,7000,0,0,0,7000,0,0,0,7000,0,0,0,7000
2018/01/11,7000,6433,0,0,0,7000,0,0,0,7000,0,0,0,7000,0,0,0,7000,0,0,0,7000
2018/01/12,6960,6500,0,0,0,7000,0,0,0,7000,0,0,0,7000,0,0,0,6800,0,0,0,7000
2018/01/15,6800,6623,0,0,0,7000,0,0,0,6500,0,0,0,7000,0,0,0,6500,0,0,0,7000
2018/01/16,7000,6627,0,0,0,7000,0,0,0,6500,0,0,0,7000,0,0,0,6500,0,0,0,8000
2018/01/17,6400,6600,0,0,0,6500,0,0,0,6000,0,0,0,6500,0,0,0,6000,0,0,0,7000
2018/01/18,6260,6627,0,0,0,6500,0,0,0,6000,0,0,0,6000,0,0,0,5800,0,0,0,7000
2018/01/19,6300,6710,0,0,0,6500,0,0,0,6000,0,0,0,6000,0,0,0,6000,0,0,0,7000
2018/01/22,6360,7020,0,0,0,6500,0,0,0,6000,0,0,0,6000,0,0,0,6300,0,0,0,7000
2018/01/23,6500,7082,0,0,0,6500,0,0,0,6000,0,0,0,6500,0,0,0,6500,0,0,0,7000
2018/01/24,6460,7128,0,0,0,6500,0,0,0,6000,0,0,0,6500,0,0,0,6300,0,0,0,7000
2018/01/25,6400,7240,0,0,0,6500,0,0,0,6000,0,0,0,6500,0,0,0,6000,0,0,0,7000
2018/01/26,6400,7307,0,0,0,6500,0,0,0,6000,0,0,0,6500,0,0,0,6000,0,0,0,7000
2018/01/29,6900,7397,0,0,0,7500,0,0,0,7000,0,0,0,7000,0,0,0,6000,0,0,0,7000
2018/01/30,7800,7393,0,0,0,8500,0,0,0,7000,0,0,0,7000,0,0,0,6500,0,0,0,10000
2018/01/31,8300,7390,0,0,0,8500,0,0,0,7000,0,0,0,7000,0,0,0,7000,0,0,0,12000
2018/02/01,8360,7365,0,0,0,9000,0,0,0,7000,0,0,0,7000,0,0,0,6800,0,0,0,12000
2018/02/02,9100,7305,0,0,0,9000,0,0,0,8000,0,0,0,8000,0,0,0,8500,0,0,0,12000
2018/02/05,10000,7217,0,0,0,10000,0,0,0,9000,0,0,0,8500,0,0,0,9500,0,0,0,13000
2018/02/06,10600,7212,0,0,0,10000,0,0,0,10000,0,0,0,10000,0,0,0,10000,0,0,0,13000
2018/02/07,10900,7185,0,0,0,10000,0,0,0,10000,0,0,0,10000,0,0,0,10500,0,0,0,14000
2018/02/08,10500,7183,0,0,0,9000,0,0,0,10000,0,0,0,9500,0,0,0,10000,0,0,0,14000
2018/02/09,10200,7183,0,0,0,9000,0,0,0,10000,0,0,0,9500,0,0,0,9500,0,0,0,13000
2018/02/12,9300,7250,0,0,0,8000,0,0,0,8000,0,0,0,9500,0,0,0,9000,0,0,0,12000
2018/02/13,9100,7247,0,0,0,8000,0,0,0,8000,0,0,0,9000,0,0,0,8500,0,0,0,12000
2018/02/14,8800,7213,0,0,0,8000,0,0,0,8000,0,0,0,9000,0,0,0,9000,0,0,0,10000
2018/02/19,8200,7668,0,0,0,8000,0,0,0,8000,0,0,0,8500,0,0,0,7500,0,0,0,9000
2018/02/20,8400,7730,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0,0,7000,0,0,0,11000
2018/02/21,8400,7770,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0,0,7000,0,0,0,11000
2018/02/22,8200,7890,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0,0,7000,0,0,0,10000
2018/02/23,8200,7907,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0,0,7000,0,0,0,10000
2018/02/26,8500,8133,0,0,0,9000,0,0,0,8000,0,0,0,8000,0,0,0,7500,0,0,0,10000
2018/02/27,8600,8182,0,0,0,9000,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0,0,10000
2018/02/28,8600,8145,0,0,0,9000,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0,0,10000
2018/03/02,8600,8307,0,0,0,9000,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0,0,10000
2018/03/05,8600,8570,0,0,0,9000,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0,0,10000
2018/03/06,8800,8577,0,0,0,9000,0,0,0,8000,0,0,0,8500,0,0,0,8500,0,0,0,10000
2018/03/07,8800,8580,0,0,0,9000,0,0,0,8000,0,0,0,8500,0,0,0,8500,0,0,0,10000
2018/03/08,8700,8607,0,0,0,9000,0,0,0,8000,0,0,0,8500,0,0,0,8000,0,0,0,10000
2018/03/09,8700,8613,0,0,0,9000,0,0,0,8000,0,0,0,8500,0,0,0,8000,0,0,0,10000
2018/03/12,9200,8570,0,0,0,9000,0,0,0,8000,0,0,0,10000,0,0,0,9000,0,0,0,10000
2018/03/13,8600,8567,0,0,0,8500,0,0,0,8000,0,0,0,9000,0,0,0,8500,0,0,0,9000
2018/03/14,8900,8573,0,0,0,8500,0,0,0,9000,0,0,0,9000,0,0,0,9000,0,0,0,9000
2018/03/15,8800,8567,0,0,0,8500,0,0,0,9000,0,0,0,9000,0,0,0,8500,0,0,0,9000
2018/03/16,8300,8600,0,0,0,8500,0,0,0,8000,0,0,0,9000,0,0,0,8000,0,0,0,8000
2018/03/19,8300,8667,0,0,0,8500,0,0,0,8000,0,0,0,9000,0,0,0,8000,0,0,0,8000
2018/03/20,8200,8673,0,0,0,8500,0,0,0,8000,0,0,0,9000,0,0,0,7500,0,0,0,8000
2018/03/21,8400,8628,0,0,0,9000,0,0,0,8000,0,0,0,9000,0,0,0,8000,0,0,0,8000
2018/03/22,9000,8602,0,0,0,9000,0,0,0,9000,0,0,0,9000,0,0,0,9000,0,0,0,9000
2018/03/23,9200,8623,0,0,0,9000,0,0,0,9000,0,0,0,9000,0,0,0,10000,0,0,0,9000
2018/03/26,9200,8707,0,0,0,9000,0,0,0,9000,0,0,0,9000,0,0,0,10000,0,0,0,9000
2018/03/27,9100,8680,0,0,0,9000,0,0,0,9000,0,0,0,9000,0,0,0,9500,0,0,0,9000
2018/03/28,8900,8703,0,0,0,9000,0,0,0,9000,0,0,0,8500,0,0,0,9000,0,0,0,9000
2018/03/29,8600,8717,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,0,0,9000
2018/03/30,8500,8697,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,0,0,8000,0,0,0,9000
2018/04/02,8500,8773,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,0,0,8000,0,0,0,9000
2018/04/03,8500,8760,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,0,0,8000,0,0,0,9000
2018/04/04,8200,8740,0,0,0,8500,0,0,0,8000,0,0,0,8000,0,0,0,7500,0,0,0,9000
2018/04/05,8300,8660,0,0,0,8500,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0,0,9000
2018/04/06,7900,8573,0,0,0,8500,0,0,0,8000,0,0,0,7000,0,0,0,7000,0,0,0,9000
2018/04/09,8000,8427,0,0,0,8000,0,0,0,8000,0,0,0,7000,0,0,0,7000,0,0,0,10000
2018/04/10,8300,8353,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0,0,7500,0,0,0,10000
2018/04/11,8300,8213,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0,0,7500,0,0,0,10000
2018/04/12,8400,8100,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0,0,10000
2018/04/13,8200,8027,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0,0,9000
2018/04/16,8300,7860,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0,0,8500,0,0,0,9000
2018/04/17,8400,7820,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0,0,9000,0,0,0,9000
2018/04/18,8100,7808,0,0,0,7500,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0,0,9000
2018/04/19,8000,7808,0,0,0,7500,0,0,0,8000,0,0,0,8000,0,0,0,7500,0,0,0,9000
2018/04/20,8000,7817,0,0,0,7500,0,0,0,8000,0,0,0,8000,0,0,0,7500,0,0,0,9000
2018/04/23,8200,9896,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0,0,9000
2018/04/24,8200,9903,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0,0,9000
2018/04/25,8200,9835,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0,0,9000
2018/04/26,7900,9788,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0,0,7500,0,0,0,8000
2018/04/27,7800,9749,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0,0,7000,0,0,0,8000
2018/04/30,8000,8321,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0,0,8000
2018/05/02,8000,8233,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0,0,8000,0,0,0,8000
2018/05/03,7800,8032,0,0,0,8000,0,0,0,8000,0,0,0,7500,0,0,0,7500,0,0,0,8000
2018/05/04,7900,7897,0,0,0,8000,0,0,0,8000,0,0,0,7500,0,0,0,8000,0,0,0,8000
2018/05/08,7200,6562,5000,0,0,8000,7000,0,0,8000,4500,0,0,7500,7000,0,0,10000,7000,0,0,8000
2018/05/09,7050,6567,5000,0,0,8000,7000,0,0,8000,5000,0,0,7500,6500,0,0,8500,7000,0,0,8000
2018/05/10,7050,6498,5000,0,0,8000,7000,0,0,8000,5000,0,0,7500,6500,0,0,8500,7000,0,0,8000
2018/05/11,6700,6459,5000,0,0,8000,6000,0,0,7000,5000,0,0,7000,6000,0,0,8000,7000,0,0,8000
2018/05/14,6630,6794,5000,0,0,7000,6000,0,0,7000,6000,0,0,7000,5800,0,0,8000,6500,0,0,8000
2018/05/15,6780,7088,6000,0,0,7000,6000,0,0,7000,6000,0,0,7500,5800,0,0,8000,6500,0,0,8000
2018/05/16,6780,7204,6000,0,0,7000,6000,0,0,7000,6000,0,0,7500,5800,0,0,8000,6500,0,0,8000
2018/05/17,6780,7203,6000,0,0,7000,6000,0,0,7000,6000,0,0,7500,5800,0,0,8000,6500,0,0,8000
2018/05/18,6750,7400,6000,0,0,7000,6000,0,0,7000,6000,0,0,7500,6000,0,0,7500,6500,0,0,8000
2018/05/21,6000,7333,5000,0,0,0,6000,0,0,0,6000,0,0,0,6000,0,0,0,7000,0,0,0
2018/05/23,5400,7199,4500,0,0,0,5000,0,0,0,5000,0,0,0,6500,0,0,0,6000,0,0,0
2018/05/24,5300,7133,4500,0,0,0,5000,0,0,0,5000,0,0,0,6000,0,0,0,6000,0,0,0
2018/05/25,5300,7071,4500,0,0,0,5000,0,0,0,5000,0,0,0,6000,0,0,0,6000,0,0,0
2018/05/28,5200,4785,4500,0,0,0,4500,0,0,0,5000,0,0,0,6000,0,0,0,6000,0,0,0
2018/05/29,5200,6270,4500,0,0,0,4500,0,0,0,5000,0,0,0,6000,0,0,0,6000,0,0,0
2018/05/30,5200,6153,4500,0,0,0,4500,0,0,0,5000,0,0,0,6000,0,0,0,6000,0,0,0
2018/05/31,5100,5943,5000,0,0,0,4500,0,0,0,5000,0,0,0,5000,0,0,0,6000,0,0,0
2018/06/01,5100,5763,5000,0,0,0,4500,0,0,0,5000,0,0,0,5000,0,0,0,6000,0,0,0
2018/06/04,4900,5553,4000,0,0,0,4500,0,0,0,5000,0,0,0,5000,0,0,0,6000,0,0,0
2018/06/05,4900,5570,4000,0,0,0,4500,0,0,0,5000,0,0,0,5000,0,0,0,6000,0,0,0
2018/06/07,4900,5620,4000,0,0,0,4500,0,0,0,5000,0,0,0,5000,0,0,0,6000,0,0,0
2018/06/08,4900,5575,4000,0,0,0,4500,0,0,0,5000,0,0,0,5000,0,0,0,6000,0,0,0
2018/06/11,5000,5340,4000,0,0,0,4500,0,0,0,5000,0,0,0,5500,0,0,0,6000,0,0,0
2018/06/12,4900,5338,4000,0,0,0,4500,0,0,0,5000,0,0,0,5000,0,0,0,6000,0,0,0
2018/06/14,5500,5100,5000,0,0,0,5000,0,0,0,6000,0,0,0,5500,0,0,0,6000,0,0,0
2018/06/15,5600,5105,5000,0,0,0,5000,0,0,0,6000,0,0,0,6000,0,0,0,6000,0,0,0
2018/06/18,6000,5283,5000,0,0,0,6000,0,0,0,6000,0,0,0,7000,0,0,0,6000,0,0,0
2018/06/19,6000,5322,5000,0,0,0,6000,0,0,0,6000,0,0,0,7000,0,0,0,6000,0,0,0
2018/06/20,5900,5410,5000,0,0,0,6000,0,0,0,6000,0,0,0,6500,0,0,0,6000,0,0,0
2018/06/21,5800,5555,5000,0,0,0,6000,0,0,0,6000,0,0,0,6000,0,0,0,6000,0,0,0
2018/06/22,5900,5602,5000,0,0,0,6000,0,0,0,6000,0,0,0,6500,0,0,0,6000,0,0,0
2018/06/25,6400,5652,6000,0,0,0,6000,0,0,0,6000,0,0,0,7000,0,0,0,7000,0,0,0
2018/06/26,6500,5645,7000,0,0,0,6000,0,0,0,6000,0,0,0,6500,0,0,0,7000,0,0,0
2018/06/27,6900,5647,7000,0,0,0,6000,0,0,0,6500,0,0,0,6000,0,0,0,9000,0,0,0
2018/06/28,7066,5613,7000,0,0,0,6000,0,0,0,6500,0,0,0,6500,0,0,0,9330,0,0,0
2018/06/29,6666,5595,7000,0,0,0,6000,0,0,0,6500,0,0,0,6500,0,0,0,7330,0,0,0
2018/07/02,6866,5696,7000,0,0,0,6000,0,0,0,7000,0,0,0,7000,0,0,0,7330,0,0,0
2018/07/03,6932,5766,7000,0,0,0,6000,0,0,0,7000,0,0,0,7000,0,0,0,7660,0,0,0
2018/07/04,6800,5819,7000,0,0,0,6000,0,0,0,7000,0,0,0,7000,0,0,0,7000,0,0,0
2018/07/05,6700,5905,6000,0,0,0,6000,0,0,0,7000,0,0,0,6500,0,0,0,8000,0,0,0
2018/07/06,6600,6014,6000,0,0,0,6000,0,0,0,7000,0,0,0,6000,0,0,0,8000,0,0,0
2018/07/09,7200,6158,7000,0,0,0,7000,0,0,0,7000,0,0,0,7000,0,0,0,8000,0,0,0
2018/07/10,7300,6253,7000,0,0,0,7000,0,0,0,7000,0,0,0,7500,0,0,0,8000,0,0,0
2018/07/11,8600,6403,9000,0,0,0,8000,0,0,0,8000,0,0,0,9000,0,0,0,9000,0,0,0
2018/07/12,8800,6563,9000,0,0,0,8000,0,0,0,8000,0,0,0,10000,0,0,0,9000,0,0,0
2018/07/13,9200,6717,9000,0,0,0,8000,0,0,0,9500,0,0,0,10000,0,0,0,9500,0,0,0
